verb_surface,occurrences,total_args,role_direct_object,role_imperf_verb,role_prep_phrase,role_subject,role_state,role_predicate,role_imper_verb,role_past_verb,role_subject_nominal,role_cognate,role_purpose,role_specifier,role_comitative
قتل,10,38,4.0,2.0,15.0,4.0,3.0,1.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0
يعمل,10,47,5.0,10.0,21.0,1.0,4.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
يهتدون,10,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
يغني,10,30,1.0,1.0,19.0,4.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
نؤمن,10,53,3.0,12.0,29.0,3.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
أرسل,10,39,8.0,5.0,19.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
فأتوا,10,50,4.0,2.0,28.0,0.0,0.0,4.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0
تبين,10,51,2.0,7.0,23.0,8.0,1.0,1.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0
ويغفر,10,45,5.0,5.0,16.0,0.0,0.0,10.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
يجدون,10,37,10.0,4.0,17.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
وكذبوا,10,47,1.0,0.0,24.0,0.0,1.0,8.0,0.0,2.0,10.0,1.0,0.0,0.0,0.0
وجاء,10,42,1.0,4.0,19.0,9.0,2.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
قضى,10,50,11.0,11.0,11.0,3.0,0.0,3.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0
أخذ,10,51,10.0,2.0,20.0,5.0,2.0,5.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0
يملكون,10,29,11.0,2.0,13.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
تكذبون,10,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
يوعدون,10,10,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
انظر,10,47,7.0,7.0,12.0,0.0,10.0,0.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0
تابوا,10,47,8.0,2.0,17.0,0.0,0.0,1.0,3.0,14.0,2.0,0.0,0.0,0.0,0.0
يتوب,9,34,1.0,3.0,12.0,3.0,0.0,11.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0
تكونن,9,22,0.0,1.0,11.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
تؤمنوا,9,35,4.0,5.0,11.0,1.0,1.0,2.0,3.0,5.0,2.0,0.0,1.0,0.0,0.0
أغنى,9,28,0.0,5.0,8.0,8.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
يذكر,9,31,2.0,2.0,12.0,8.0,2.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0
فليتوكل,9,9,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
يشرك,9,36,6.0,4.0,17.0,2.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0
واتبع,9,42,10.0,6.0,10.0,3.0,1.0,3.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0
تعلم,9,37,6.0,5.0,16.0,1.0,1.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
أكون,9,24,1.0,2.0,11.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ويقدر,9,37,1.0,3.0,17.0,1.0,2.0,6.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0
ويميت,9,39,1.0,6.0,19.0,1.0,0.0,4.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0
دخلوا,9,46,5.0,0.0,17.0,1.0,0.0,0.0,0.0,17.0,4.0,2.0,0.0,0.0,0.0
كونوا,9,33,1.0,3.0,13.0,1.0,0.0,12.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
تجزون,9,33,8.0,9.0,7.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
استوى,9,45,7.0,5.0,23.0,0.0,2.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0
يتبعون,9,32,12.0,6.0,1.0,2.0,1.0,3.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0
اختلفوا,9,39,0.0,4.0,18.0,3.0,0.0,5.0,0.0,5.0,3.0,0.0,1.0,0.0,0.0
أقول,9,36,3.0,8.0,13.0,2.0,0.0,5.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0
فأصبحوا,9,22,0.0,2.0,11.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
قلتم,9,40,2.0,8.0,12.0,1.0,0.0,6.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0
ويهدي,9,40,9.0,11.0,14.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
تشاء,9,44,7.0,13.0,10.0,0.0,0.0,4.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0
يعبدون,9,24,2.0,3.0,12.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0
وآتيناه,9,36,9.0,1.0,19.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
يبسط,9,49,9.0,18.0,19.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
تخف,9,27,1.0,3.0,11.0,2.0,0.0,3.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0
أنزلت,9,40,1.0,3.0,14.0,7.0,1.0,3.0,4.0,5.0,2.0,0.0,0.0,0.0,0.0
فأخذهم,9,34,0.0,0.0,9.0,8.0,5.0,8.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0
اذكروا,9,40,9.0,0.0,17.0,2.0,0.0,0.0,1.0,9.0,1.0,1.0,0.0,0.0,0.0
تولى,9,28,3.0,4.0,10.0,0.0,1.0,2.0,0.0,5.0,2.0,0.0,0.0,1.0,0.0
أوحي,9,40,2.0,2.0,25.0,5.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
تفعلوا,9,42,6.0,3.0,16.0,2.0,0.0,3.0,7.0,3.0,2.0,0.0,0.0,0.0,0.0
يسألونك,9,49,2.0,1.0,22.0,0.0,0.0,6.0,8.0,3.0,7.0,0.0,0.0,0.0,0.0
ضلوا,9,27,2.0,5.0,8.0,1.0,0.0,2.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0
يفلح,9,10,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
تخرج,9,46,3.0,3.0,28.0,1.0,5.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0
نجعل,9,27,12.0,1.0,12.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
نقول,8,28,0.0,3.0,7.0,2.0,0.0,4.0,2.0,8.0,2.0,0.0,0.0,0.0,0.0
فكذبوه,8,34,0.0,0.0,11.0,4.0,3.0,3.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0
ضرب,8,36,8.0,2.0,11.0,6.0,1.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0
كره,8,12,1.0,0.0,0.0,8.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
تتبع,8,32,8.0,3.0,13.0,1.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0
ادعوا,8,35,11.0,6.0,9.0,0.0,1.0,1.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0
يهد,8,43,4.0,4.0,14.0,4.0,0.0,5.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0
يأتيكم,8,27,1.0,6.0,9.0,4.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
أعلم,8,32,8.0,6.0,12.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
ينفع,8,39,7.0,6.0,7.0,7.0,0.0,3.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0
وقولوا,8,33,6.0,3.0,8.0,0.0,1.0,2.0,5.0,3.0,2.0,3.0,0.0,0.0,0.0
أريد,8,31,3.0,9.0,15.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0
لقضي,8,28,2.0,4.0,11.0,4.0,0.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
ذوقوا,8,30,8.0,6.0,9.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0
وأقاموا,8,40,13.0,2.0,7.0,0.0,2.0,3.0,1.0,9.0,3.0,0.0,0.0,0.0,0.0
تطع,8,29,10.0,1.0,10.0,0.0,0.0,1.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0
يك,8,32,2.0,7.0,7.0,3.0,0.0,9.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0
يجد,8,36,5.0,0.0,23.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0
وتتقوا,8,28,2.0,7.0,6.0,2.0,0.0,7.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
ذكر,8,38,1.0,1.0,16.0,9.0,1.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0
خسروا,8,32,8.0,5.0,8.0,2.0,0.0,1.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0
عمل,8,36,9.0,2.0,9.0,1.0,2.0,5.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0
يرون,8,28,7.0,8.0,7.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
أقسم,8,16,0.0,1.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
وأصلح,8,23,2.0,5.0,7.0,0.0,0.0,5.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
وأوحينا,8,35,2.0,1.0,25.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
ويجعل,8,32,10.0,6.0,11.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
يدخل,8,40,15.0,6.0,7.0,2.0,0.0,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0
يعبد,8,36,2.0,5.0,11.0,8.0,2.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0
آمنتم,8,28,0.0,4.0,15.0,0.0,1.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0
فعل,8,28,1.0,0.0,14.0,7.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
لبثتم,8,20,1.0,1.0,13.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0
وضل,8,33,0.0,8.0,9.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
تأكلوا,8,34,6.0,3.0,16.0,2.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
يدعو,8,39,7.0,6.0,20.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
وجعلوا,8,40,10.0,3.0,18.0,0.0,0.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0
يشأ,8,35,2.0,16.0,13.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
تتبعوا,8,35,9.0,5.0,15.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
تنفقوا,8,39,2.0,5.0,26.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
وكنتم,8,20,1.0,4.0,7.0,0.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
يملك,8,34,10.0,3.0,15.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
توليتم,8,31,3.0,3.0,12.0,0.0,2.0,3.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0
ذكروا,8,39,5.0,6.0,19.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0
خلقناكم,8,28,2.0,5.0,13.0,0.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0
أعرض,8,33,1.0,3.0,14.0,3.0,0.0,4.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0
فكان,8,26,0.0,1.0,11.0,0.0,2.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
وأنفقوا,8,38,4.0,4.0,15.0,1.0,2.0,2.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0
ألقوا,8,36,5.0,2.0,9.0,1.0,2.0,3.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0
آتاهم,8,40,4.0,2.0,15.0,8.0,1.0,2.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0
علمت,8,25,6.0,1.0,7.0,4.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0
ووهبنا,8,40,12.0,0.0,17.0,1.0,2.0,1.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0
ليجزي,7,38,13.0,3.0,7.0,2.0,0.0,1.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0
فبئس,7,10,0.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
سبقت,7,33,0.0,0.0,22.0,3.0,0.0,2.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0
وتوكل,7,30,0.0,2.0,15.0,3.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0
توكلت,7,22,1.0,4.0,10.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0
وتركنا,7,26,4.0,2.0,17.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
يعيده,7,29,3.0,6.0,8.0,0.0,1.0,3.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0
فينبئكم,7,25,0.0,7.0,10.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
نسوا,7,29,10.0,1.0,6.0,0.0,0.0,3.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0
أحل,7,34,2.0,2.0,16.0,7.0,0.0,0.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0
وأعد,7,19,7.0,1.0,7.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
فأرسلنا,7,33,9.0,1.0,17.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0
يتلو,7,32,12.0,9.0,8.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
تجدوا,7,27,8.0,2.0,8.0,1.0,0.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0
أمرت,7,26,5.0,7.0,5.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0
علمنا,7,31,7.0,1.0,13.0,2.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
أفرأيتم,7,17,7.0,6.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
وتولى,7,5,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
أمر,7,28,3.0,7.0,11.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
يبعث,7,28,7.0,3.0,13.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
أسلم,7,29,4.0,1.0,10.0,1.0,5.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0
يسبحون,7,24,1.0,5.0,14.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
يتلى,7,36,1.0,1.0,24.0,0.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
آمنت,7,28,0.0,1.0,12.0,4.0,0.0,2.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0
أحسن,7,25,6.0,2.0,10.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
فأعرض,7,33,2.0,2.0,17.0,2.0,0.0,1.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0
يأكلون,7,21,6.0,5.0,7.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
يسمع,7,27,8.0,6.0,4.0,1.0,0.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
أذن,7,28,2.0,4.0,10.0,7.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
وظنوا,7,27,2.0,1.0,7.0,1.0,1.0,5.0,1.0,7.0,2.0,0.0,0.0,0.0,0.0
وتعالى,7,14,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
يجحدون,7,6,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
وآتينا,7,27,15.0,0.0,7.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
تقتلوا,7,34,7.0,3.0,10.0,2.0,2.0,1.0,1.0,4.0,3.0,0.0,1.0,0.0,0.0
يخفف,7,28,1.0,5.0,11.0,5.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0
اعملوا,7,29,2.0,6.0,12.0,1.0,1.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
سألتهم,7,37,6.0,8.0,2.0,0.0,0.0,1.0,1.0,10.0,9.0,0.0,0.0,0.0,0.0
يتذكر,7,20,1.0,2.0,4.0,7.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0
تعبدوا,7,26,9.0,3.0,6.0,1.0,0.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0
أنعمت,7,32,2.0,4.0,22.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
واصبر,7,28,3.0,5.0,10.0,1.0,0.0,3.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0
تعالوا,7,31,3.0,3.0,15.0,4.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0
اهتدى,7,18,0.0,4.0,4.0,0.0,0.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0
يرى,7,8,2.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
أتبع,7,22,7.0,5.0,6.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
وحاق,7,34,0.0,6.0,15.0,7.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
تشركون,7,4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
يستكبرون,7,13,1.0,4.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
وآمنوا,7,35,3.0,5.0,14.0,0.0,1.0,3.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0
خلوا,7,30,1.0,1.0,17.0,1.0,0.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0
نادى,7,26,6.0,1.0,4.0,3.0,5.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0
تستعجلون,7,12,1.0,2.0,4.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
تك,7,31,1.0,6.0,13.0,2.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
تحزن,7,31,4.0,3.0,11.0,1.0,1.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0
يسيروا,7,36,1.0,8.0,14.0,0.0,0.0,7.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
فاذكروا,7,32,9.0,3.0,14.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0
حق,7,36,4.0,4.0,13.0,8.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0
خفتم,7,28,6.0,5.0,8.0,2.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0
أعد,7,25,8.0,1.0,10.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
جعلناه,7,29,9.0,4.0,8.0,2.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0
فتكون,7,22,1.0,2.0,10.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
وأعتدنا,7,18,7.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
تنزل,7,32,2.0,2.0,18.0,4.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0
فليس,7,27,1.0,4.0,7.0,0.0,1.0,11.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
افتراه,7,35,1.0,3.0,12.0,1.0,0.0,3.0,7.0,4.0,4.0,0.0,0.0,0.0,0.0
يخافون,7,31,6.0,6.0,10.0,3.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0
واستغفر,7,35,6.0,1.0,14.0,1.0,1.0,6.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0
رزقناكم,7,33,5.0,8.0,9.0,3.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0
اغفر,7,35,3.0,2.0,19.0,1.0,1.0,1.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0
فكلوا,7,33,5.0,0.0,12.0,2.0,2.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0
جاءه,7,30,3.0,2.0,9.0,3.0,0.0,3.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0
فآمنوا,6,27,0.0,5.0,14.0,0.0,0.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0
هدى,6,20,2.0,2.0,3.0,5.0,0.0,1.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0
يعذبهم,6,29,0.0,6.0,12.0,4.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
وخلق,6,27,6.0,1.0,11.0,3.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0
جاءوا,6,24,2.0,4.0,14.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
يأتكم,6,27,3.0,3.0,12.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
فاعلموا,6,19,2.0,0.0,5.0,1.0,0.0,7.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
أعتدنا,6,16,7.0,0.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
يخشى,6,4,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
وأصلحوا,6,24,3.0,1.0,6.0,0.0,0.0,7.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0
عفا,6,31,0.0,1.0,12.0,4.0,0.0,6.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0
يطع,6,27,10.0,6.0,2.0,0.0,0.0,1.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0
أتى,6,18,2.0,1.0,10.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
ترجع,6,6,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
يغشى,6,16,3.0,1.0,3.0,4.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
قتلوا,6,31,7.0,3.0,12.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0
كفرتم,6,24,3.0,5.0,9.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
سخر,6,31,6.0,4.0,14.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
نعلم,6,23,4.0,9.0,3.0,3.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
خلقت,6,14,3.0,1.0,3.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0
وليعلم,6,26,6.0,2.0,4.0,4.0,0.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0
مس,6,30,8.0,1.0,2.0,6.0,6.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0
تدخلوا,6,31,6.0,5.0,10.0,3.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0
نعبد,6,22,7.0,4.0,7.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
يسارعون,6,30,2.0,5.0,15.0,1.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
رأيت,6,22,6.0,3.0,6.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0
يخرجوا,6,28,0.0,1.0,15.0,0.0,1.0,4.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0
أخرجنا,6,27,3.0,4.0,14.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
فقلنا,6,28,3.0,1.0,10.0,2.0,0.0,4.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0
واشربوا,6,27,1.0,6.0,13.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
علمتم,6,29,4.0,3.0,14.0,0.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0
زعمتم,6,25,3.0,4.0,13.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
فأخرجنا,6,32,6.0,2.0,19.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
أرأيت,6,20,5.0,3.0,4.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0
أعوذ,6,21,1.0,2.0,13.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
ادع,6,32,5.0,3.0,16.0,0.0,0.0,3.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0
يصدون,6,21,1.0,2.0,10.0,0.0,3.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0
جئت,6,15,3.0,1.0,6.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
يعلنون,6,5,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
يبتغون,6,30,6.0,3.0,14.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0
يحي,6,26,7.0,2.0,9.0,1.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
فذرهم,6,23,3.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
وصدوا,6,31,4.0,1.0,18.0,1.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0
يمشي,6,33,1.0,5.0,17.0,1.0,2.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
يمكرون,6,7,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
يخلف,6,15,6.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
جاءنا,6,26,2.0,3.0,7.0,5.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0
