root,past_3sg_m,bab,transitivity,masdar,هو_3sg_m,هي_3sg_f,هما_3du_m,هما_3du_f,هم_3pl_m,هن_3pl_f,أنتَ_2sg_m,أنتِ_2sg_f,أنتما_2du,أنتم_2pl_m,أنتن_2pl_f,أنا_1sg,نحن_1pl
ختم,خَتَمَ,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,خَتْم,خَتَمَ,خَتَمَتْ,خَتَمَا,خَتَمَتَا,خَتَمُوا,خَتَمْنَ,خَتَمْتَ,خَتَمْتِ,خَتَمْتُمَا,خَتَمْتُمْ,خَتَمْتُنَّ,خَتَمْتُ,خَتَمْنَا
غلم,غَلَمَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,غَلْم,غَلَمَ,غَلَمَتْ,غَلَمَا,غَلَمَتَا,غَلَمُوا,غَلَمْنَ,غَلَمْتَ,غَلَمْتِ,غَلَمْتُمَا,غَلَمْتُمْ,غَلَمْتُنَّ,غَلَمْتُ,غَلَمْنَا
غلم,غَلِمَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,غَلَم,غَلِمَ,غَلِمَتْ,غَلِمَا,غَلِمَتَا,غَلِمُوا,غَلِمْنَ,غَلِمْتَ,غَلِمْتِ,غَلِمْتُمَا,غَلِمْتُمْ,غَلِمْتُنَّ,غَلِمْتُ,غَلِمْنَا
غلن,غَلَنَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),لازم,غَلَن,غَلَنَ,غَلَنَتْ,غَلَنَا,غَلَنَتَا,غَلَنُوا,غَلَنْنَ,غَلَنْتَ,غَلَنْتِ,غَلَنْتُمَا,غَلَنْتُمْ,غَلَنْتُنَّ,غَلَنْتُ,غَلَنْنَا
غمت,غَمَتَ,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,غَمْت,غَمَتَ,غَمَتَتْ,غَمَتَا,غَمَتَتَا,غَمَتُوا,غَمَتْنَ,غَمَتْتَ,غَمَتْتِ,غَمَتْتُمَا,غَمَتْتُمْ,غَمَتْتُنَّ,غَمَتْتُ,غَمَتْنَا
غمت,غَمِتَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,غَمَت,غَمِتَ,غَمِتَتْ,غَمِتَا,غَمِتَتَا,غَمِتُوا,غَمِتْنَ,غَمِتْتَ,غَمِتْتِ,غَمِتْتُمَا,غَمِتْتُمْ,غَمِتْتُنَّ,غَمِتْتُ,غَمِتْنَا
غمج,غَمَجَ,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,غَمَج,غَمَجَ,غَمَجَتْ,غَمَجَا,غَمَجَتَا,غَمَجُوا,غَمَجْنَ,غَمَجْتَ,غَمَجْتِ,غَمَجْتُمَا,غَمَجْتُمْ,غَمَجْتُنَّ,غَمَجْتُ,غَمَجْنَا
غمج,غَمِجَ,فَعِلَ يَفْعَلُ ( كسر فتح ),متعدي,غَمَج,غَمِجَ,غَمِجَتْ,غَمِجَا,غَمِجَتَا,غَمِجُوا,غَمِجْنَ,غَمِجْتَ,غَمِجْتِ,غَمِجْتُمَا,غَمِجْتُمْ,غَمِجْتُنَّ,غَمِجْتُ,غَمِجْنَا
غمد,غَمَدَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,غَمْد,غَمَدَ,غَمَدَتْ,غَمَدَا,غَمَدَتَا,غَمَدُوا,غَمَدْنَ,غَمَدْتَ,غَمَدْتِ,غَمَدْتُمَا,غَمَدْتُمْ,غَمَدْتُنَّ,غَمَدْتُ,غَمَدْنَا
غمد,غَمَدَ,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,غُمُود,غَمَدَ,غَمَدَتْ,غَمَدَا,غَمَدَتَا,غَمَدُوا,غَمَدْنَ,غَمَدْتَ,غَمَدْتِ,غَمَدْتُمَا,غَمَدْتُمْ,غَمَدْتُنَّ,غَمَدْتُ,غَمَدْنَا
غمد,غَمِدَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,غَمَد,غَمِدَ,غَمِدَتْ,غَمِدَا,غَمِدَتَا,غَمِدُوا,غَمِدْنَ,غَمِدْتَ,غَمِدْتِ,غَمِدْتُمَا,غَمِدْتُمْ,غَمِدْتُنَّ,غَمِدْتُ,غَمِدْنَا
غمر,غَمَرَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,غَمْر,غَمَرَ,غَمَرَتْ,غَمَرَا,غَمَرَتَا,غَمَرُوا,غَمَرْنَ,غَمَرْتَ,غَمَرْتِ,غَمَرْتُمَا,غَمَرْتُمْ,غَمَرْتُنَّ,غَمَرْتُ,غَمَرْنَا
غمر,غَمِرَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,غَمَر,غَمِرَ,غَمِرَتْ,غَمِرَا,غَمِرَتَا,غَمِرُوا,غَمِرْنَ,غَمِرْتَ,غَمِرْتِ,غَمِرْتُمَا,غَمِرْتُمْ,غَمِرْتُنَّ,غَمِرْتُ,غَمِرْنَا
غمر,غَمُرَ,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم,غُمُورَة,غَمُرَ,غَمُرَتْ,غَمُرَا,غَمُرَتَا,غَمُرُوا,غَمُرْنَ,غَمُرْتَ,غَمُرْتِ,غَمُرْتُمَا,غَمُرْتُمْ,غَمُرْتُنَّ,غَمُرْتُ,غَمُرْنَا
غمز,غَمَزَ,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,غَمْز,غَمَزَ,غَمَزَتْ,غَمَزَا,غَمَزَتَا,غَمَزُوا,غَمَزْنَ,غَمَزْتَ,غَمَزْتِ,غَمَزْتُمَا,غَمَزْتُمْ,غَمَزْتُنَّ,غَمَزْتُ,غَمَزْنَا
غمس,غَمَسَ,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,غَمْس,غَمَسَ,غَمَسَتْ,غَمَسَا,غَمَسَتَا,غَمَسُوا,غَمَسْنَ,غَمَسْتَ,غَمَسْتِ,غَمَسْتُمَا,غَمَسْتُمْ,غَمَسْتُنَّ,غَمَسْتُ,غَمَسْنَا
غمش,غَمِشَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,غَمَش,غَمِشَ,غَمِشَتْ,غَمِشَا,غَمِشَتَا,غَمِشُوا,غَمِشْنَ,غَمِشْتَ,غَمِشْتِ,غَمِشْتُمَا,غَمِشْتُمْ,غَمِشْتُنَّ,غَمِشْتُ,غَمِشْنَا
غمص,غَمَصَ,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,غَمْص,غَمَصَ,غَمَصَتْ,غَمَصَا,غَمَصَتَا,غَمَصُوا,غَمَصْنَ,غَمَصْتَ,غَمَصْتِ,غَمَصْتُمَا,غَمَصْتُمْ,غَمَصْتُنَّ,غَمَصْتُ,غَمَصْنَا
غمص,غَمِصَ,فَعِلَ يَفْعَلُ ( كسر فتح ),متعدي,غَمَض,غَمِصَ,غَمِصَتْ,غَمِصَا,غَمِصَتَا,غَمِصُوا,غَمِصْنَ,غَمِصْتَ,غَمِصْتِ,غَمِصْتُمَا,غَمِصْتُمْ,غَمِصْتُنَّ,غَمِصْتُ,غَمِصْنَا
غمض,غَمَضَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),لازم,غَمْض,غَمَضَ,غَمَضَتْ,غَمَضَا,غَمَضَتَا,غَمَضُوا,غَمَضْنَ,غَمَضْتَ,غَمَضْتِ,غَمَضْتُمَا,غَمَضْتُمْ,غَمَضْتُنَّ,غَمَضْتُ,غَمَضْنَا
غمض,غَمَضَ,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),لازم,غُمُوض,غَمَضَ,غَمَضَتْ,غَمَضَا,غَمَضَتَا,غَمَضُوا,غَمَضْنَ,غَمَضْتَ,غَمَضْتِ,غَمَضْتُمَا,غَمَضْتُمْ,غَمَضْتُنَّ,غَمَضْتُ,غَمَضْنَا
غمض,غَمُضَ,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم,غَمَاضَة,غَمُضَ,غَمُضَتْ,غَمُضَا,غَمُضَتَا,غَمُضُوا,غَمُضْنَ,غَمُضْتَ,غَمُضْتِ,غَمُضْتُمَا,غَمُضْتُمْ,غَمُضْتُنَّ,غَمُضْتُ,غَمُضْنَا
غمط,غَمَطَ,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,غَمْط,غَمَطَ,غَمَطَتْ,غَمَطَا,غَمَطَتَا,غَمَطُوا,غَمَطْنَ,غَمَطْتَ,غَمَطْتِ,غَمَطْتُمَا,غَمَطْتُمْ,غَمَطْتُنَّ,غَمَطْتُ,غَمَطْنَا
غمط,غَمِطَ,فَعِلَ يَفْعَلُ ( كسر فتح ),متعدي,غَمِط,غَمِطَ,غَمِطَتْ,غَمِطَا,غَمِطَتَا,غَمِطُوا,غَمِطْنَ,غَمِطْتَ,غَمِطْتِ,غَمِطْتُمَا,غَمِطْتُمْ,غَمِطْتُنَّ,غَمِطْتُ,غَمِطْنَا
غمق,غَمَقَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),لازم,غَمْق,غَمَقَ,غَمَقَتْ,غَمَقَا,غَمَقَتَا,غَمَقُوا,غَمَقْنَ,غَمَقْتَ,غَمَقْتِ,غَمَقْتُمَا,غَمَقْتُمْ,غَمَقْتُنَّ,غَمَقْتُ,غَمَقْنَا
غمق,غَمِقَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,غَمِق,غَمِقَ,غَمِقَتْ,غَمِقَا,غَمِقَتَا,غَمِقُوا,غَمِقْنَ,غَمِقْتَ,غَمِقْتِ,غَمِقْتُمَا,غَمِقْتُمْ,غَمِقْتُنَّ,غَمِقْتُ,غَمِقْنَا
غمق,غَمُقَ,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم,غُمُوقَة,غَمُقَ,غَمُقَتْ,غَمُقَا,غَمُقَتَا,غَمُقُوا,غَمُقْنَ,غَمُقْتَ,غَمُقْتِ,غَمُقْتُمَا,غَمُقْتُمْ,غَمُقْتُنَّ,غَمُقْتُ,غَمُقْنَا
غمل,غَمَلَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,غَمْل,غَمَلَ,غَمَلَتْ,غَمَلَا,غَمَلَتَا,غَمَلُوا,غَمَلْنَ,غَمَلْتَ,غَمَلْتِ,غَمَلْتُمَا,غَمَلْتُمْ,غَمَلْتُنَّ,غَمَلْتُ,غَمَلْنَا
غمل,غَمِلَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,غَمَل,غَمِلَ,غَمِلَتْ,غَمِلَا,غَمِلَتَا,غَمِلُوا,غَمِلْنَ,غَمِلْتَ,غَمِلْتِ,غَمِلْتُمَا,غَمِلْتُمْ,غَمِلْتُنَّ,غَمِلْتُ,غَمِلْنَا
غمن,غَمَنَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,غَمَن,غَمَنَ,غَمَنَتْ,غَمَنَا,غَمَنَتَا,غَمَنُوا,غَمَنْنَ,غَمَنْتَ,غَمَنْتِ,غَمَنْتُمَا,غَمَنْتُمْ,غَمَنْتُنَّ,غَمَنْتُ,غَمَنْنَا
غنث,غَنَثَ,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),لازم,غَنَث,غَنَثَ,غَنَثَتْ,غَنَثَا,غَنَثَتَا,غَنَثُوا,غَنَثْنَ,غَنَثْتَ,غَنَثْتِ,غَنَثْتُمَا,غَنَثْتُمْ,غَنَثْتُنَّ,غَنَثْتُ,غَنَثْنَا
غنث,غَنِثَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,غَنَث,غَنِثَ,غَنِثَتْ,غَنِثَا,غَنِثَتَا,غَنِثُوا,غَنِثْنَ,غَنِثْتَ,غَنِثْتِ,غَنِثْتُمَا,غَنِثْتُمْ,غَنِثْتُنَّ,غَنِثْتُ,غَنِثْنَا
غنج,غَنِجَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,غَنَج,غَنِجَ,غَنِجَتْ,غَنِجَا,غَنِجَتَا,غَنِجُوا,غَنِجْنَ,غَنِجْتَ,غَنِجْتِ,غَنِجْتُمَا,غَنِجْتُمْ,غَنِجْتُنَّ,غَنِجْتُ,غَنِجْنَا
غنص,غَنِصَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,غَنَص,غَنِصَ,غَنِصَتْ,غَنِصَا,غَنِصَتَا,غَنِصُوا,غَنِصْنَ,غَنِصْتَ,غَنِصْتِ,غَنِصْتُمَا,غَنِصْتُمْ,غَنِصْتُنَّ,غَنِصْتُ,غَنِصْنَا
غنض,غَنَضَ,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,غَنَض,غَنَضَ,غَنَضَتْ,غَنَضَا,غَنَضَتَا,غَنَضُوا,غَنَضْنَ,غَنَضْتَ,غَنَضْتِ,غَنَضْتُمَا,غَنَضْتُمْ,غَنَضْتُنَّ,غَنَضْتُ,غَنَضْنَا
ختن,خَتَنَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,خَتْن,خَتَنَ,خَتَنَتْ,خَتَنَا,خَتَنَتَا,خَتَنُوا,خَتَنْنَ,خَتَنْتَ,خَتَنْتِ,خَتَنْتُمَا,خَتَنْتُمْ,خَتَنْتُنَّ,خَتَنْتُ,خَتَنْنَا
غنظ,غَنَظَ,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,غَنَظ,غَنَظَ,غَنَظَتْ,غَنَظَا,غَنَظَتَا,غَنَظُوا,غَنَظْنَ,غَنَظْتَ,غَنَظْتِ,غَنَظْتُمَا,غَنَظْتُمْ,غَنَظْتُنَّ,غَنَظْتُ,غَنَظْنَا
غنم,غَنِمَ,فَعِلَ يَفْعَلُ ( كسر فتح ),متعدي,غُنْم,غَنِمَ,غَنِمَتْ,غَنِمَا,غَنِمَتَا,غَنِمُوا,غَنِمْنَ,غَنِمْتَ,غَنِمْتِ,غَنِمْتُمَا,غَنِمْتُمْ,غَنِمْتُنَّ,غَنِمْتُ,غَنِمْنَا
غهب,غَهِبَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,غَهَب,غَهِبَ,غَهِبَتْ,غَهِبَا,غَهِبَتَا,غَهِبُوا,غَهِبْنَ,غَهِبْتَ,غَهِبْتِ,غَهِبْتُمَا,غَهِبْتُمْ,غَهِبْتُنَّ,غَهِبْتُ,غَهِبْنَا
ختن,خَتَنَ,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,خَتْن,خَتَنَ,خَتَنَتْ,خَتَنَا,خَتَنَتَا,خَتَنُوا,خَتَنْنَ,خَتَنْتَ,خَتَنْتِ,خَتَنْتُمَا,خَتَنْتُمْ,خَتَنْتُنَّ,خَتَنْتُ,خَتَنْنَا
خثر,خَثَرَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),لازم,خَثْر,خَثَرَ,خَثَرَتْ,خَثَرَا,خَثَرَتَا,خَثَرُوا,خَثَرْنَ,خَثَرْتَ,خَثَرْتِ,خَثَرْتُمَا,خَثَرْتُمْ,خَثَرْتُنَّ,خَثَرْتُ,خَثَرْنَا
خثر,خَثِرَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,خَثَر,خَثِرَ,خَثِرَتْ,خَثِرَا,خَثِرَتَا,خَثِرُوا,خَثِرْنَ,خَثِرْتَ,خَثِرْتِ,خَثِرْتُمَا,خَثِرْتُمْ,خَثِرْتُنَّ,خَثِرْتُ,خَثِرْنَا
خثر,خَثُرَ,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم,خُثُورَة,خَثُرَ,خَثُرَتْ,خَثُرَا,خَثُرَتَا,خَثُرُوا,خَثُرْنَ,خَثُرْتَ,خَثُرْتِ,خَثُرْتُمَا,خَثُرْتُمْ,خَثُرْتُنَّ,خَثُرْتُ,خَثُرْنَا
خثم,خَثِمَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,خَتَم,خَثِمَ,خَثِمَتْ,خَثِمَا,خَثِمَتَا,خَثِمُوا,خَثِمْنَ,خَثِمْتَ,خَثِمْتِ,خَثِمْتُمَا,خَثِمْتُمْ,خَثِمْتُنَّ,خَثِمْتُ,خَثِمْنَا
خجل,خَجِلَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,خَجَل,خَجِلَ,خَجِلَتْ,خَجِلَا,خَجِلَتَا,خَجِلُوا,خَجِلْنَ,خَجِلْتَ,خَجِلْتِ,خَجِلْتُمَا,خَجِلْتُمْ,خَجِلْتُنَّ,خَجِلْتُ,خَجِلْنَا
خدب,خَدَبَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,خَدْب,خَدَبَ,خَدَبَتْ,خَدَبَا,خَدَبَتَا,خَدَبُوا,خَدَبْنَ,خَدَبْتَ,خَدَبْتِ,خَدَبْتُمَا,خَدَبْتُمْ,خَدَبْتُنَّ,خَدَبْتُ,خَدَبْنَا
خدب,خَدَبَ,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,خُدُوب,خَدَبَ,خَدَبَتْ,خَدَبَا,خَدَبَتَا,خَدَبُوا,خَدَبْنَ,خَدَبْتَ,خَدَبْتِ,خَدَبْتُمَا,خَدَبْتُمْ,خَدَبْتُنَّ,خَدَبْتُ,خَدَبْنَا
خدب,خَدِبَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,خَدَب,خَدِبَ,خَدِبَتْ,خَدِبَا,خَدِبَتَا,خَدِبُوا,خَدِبْنَ,خَدِبْتَ,خَدِبْتِ,خَدِبْتُمَا,خَدِبْتُمْ,خَدِبْتُنَّ,خَدِبْتُ,خَدِبْنَا
خدج,خَدَجَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,خِدَاج,خَدَجَ,خَدَجَتْ,خَدَجَا,خَدَجَتَا,خَدَجُوا,خَدَجْنَ,خَدَجْتَ,خَدَجْتِ,خَدَجْتُمَا,خَدَجْتُمْ,خَدَجْتُنَّ,خَدَجْتُ,خَدَجْنَا
خدج,خَدَجَ,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,خَدْج,خَدَجَ,خَدَجَتْ,خَدَجَا,خَدَجَتَا,خَدَجُوا,خَدَجْنَ,خَدَجْتَ,خَدَجْتِ,خَدَجْتُمَا,خَدَجْتُمْ,خَدَجْتُنَّ,خَدَجْتُ,خَدَجْنَا
خدر,خَدَرَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,خَدَر,خَدَرَ,خَدَرَتْ,خَدَرَا,خَدَرَتَا,خَدَرُوا,خَدَرْنَ,خَدَرْتَ,خَدَرْتِ,خَدَرْتُمَا,خَدَرْتُمْ,خَدَرْتُنَّ,خَدَرْتُ,خَدَرْنَا
فتح,فَتَحَ,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,فَتْخ,فَتَحَ,فَتَحَتْ,فَتَحَا,فَتَحَتَا,فَتَحُوا,فَتَحْنَ,فَتَحْتَ,فَتَحْتِ,فَتَحْتُمَا,فَتَحْتُمْ,فَتَحْتُنَّ,فَتَحْتُ,فَتَحْنَا
فتخ,فَتَخَ,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,فَتَخ,فَتَخَ,فَتَخَتْ,فَتَخَا,فَتَخَتَا,فَتَخُوا,فَتَخْنَ,فَتَخْتَ,فَتَخْتِ,فَتَخْتُمَا,فَتَخْتُمْ,فَتَخْتُنَّ,فَتَخْتُ,فَتَخْنَا
فتخ,فَتِخَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,فُتُور,فَتِخَ,فَتِخَتْ,فَتِخَا,فَتِخَتَا,فَتِخُوا,فَتِخْنَ,فَتِخْتَ,فَتِخْتِ,فَتِخْتُمَا,فَتِخْتُمْ,فَتِخْتُنَّ,فَتِخْتُ,فَتِخْنَا
فتر,فَتَرَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,فَتْر,فَتَرَ,فَتَرَتْ,فَتَرَا,فَتَرَتَا,فَتَرُوا,فَتَرْنَ,فَتَرْتَ,فَتَرْتِ,فَتَرْتُمَا,فَتَرْتُمْ,فَتَرْتُنَّ,فَتَرْتُ,فَتَرْنَا
فتر,فَتَرَ,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,خَدَر,فَتَرَ,فَتَرَتْ,فَتَرَا,فَتَرَتَا,فَتَرُوا,فَتَرْنَ,فَتَرْتَ,فَتَرْتِ,فَتَرْتُمَا,فَتَرْتُمْ,فَتَرْتُنَّ,فَتَرْتُ,فَتَرْنَا
خدر,خَدِرَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,فَتْش,خَدِرَ,خَدِرَتْ,خَدِرَا,خَدِرَتَا,خَدِرُوا,خَدِرْنَ,خَدِرْتَ,خَدِرْتِ,خَدِرْتُمَا,خَدِرْتُمْ,خَدِرْتُنَّ,خَدِرْتُ,خَدِرْنَا
فتش,فَتَشَ,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),لازم,فَتْغ,فَتَشَ,فَتَشَتْ,فَتَشَا,فَتَشَتَا,فَتَشُوا,فَتَشْنَ,فَتَشْتَ,فَتَشْتِ,فَتَشْتُمَا,فَتَشْتُمْ,فَتَشْتُنَّ,فَتَشْتُ,فَتَشْنَا
فتغ,فَتَغَ,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,فَتْق,فَتَغَ,فَتَغَتْ,فَتَغَا,فَتَغَتَا,فَتَغُوا,فَتَغْنَ,فَتَغْتَ,فَتَغْتِ,فَتَغْتُمَا,فَتَغْتُمْ,فَتَغْتُنَّ,فَتَغْتُ,فَتَغْنَا
فتق,فَتَقَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,فُتُوق,فَتَقَ,فَتَقَتْ,فَتَقَا,فَتَقَتَا,فَتَقُوا,فَتَقْنَ,فَتَقْتَ,فَتَقْتِ,فَتَقْتُمَا,فَتَقْتُمْ,فَتَقْتُنَّ,فَتَقْتُ,فَتَقْنَا
فتق,فَتَقَ,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,فَتَق,فَتَقَ,فَتَقَتْ,فَتَقَا,فَتَقَتَا,فَتَقُوا,فَتَقْنَ,فَتَقْتَ,فَتَقْتِ,فَتَقْتُمَا,فَتَقْتُمْ,فَتَقْتُنَّ,فَتَقْتُ,فَتَقْنَا
فتق,فَتِقَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,فَتْك,فَتِقَ,فَتِقَتْ,فَتِقَا,فَتِقَتَا,فَتِقُوا,فَتِقْنَ,فَتِقْتَ,فَتِقْتِ,فَتِقْتُمَا,فَتِقْتُمْ,فَتِقْتُنَّ,فَتِقْتُ,فَتِقْنَا
فتك,فَتَكَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,فُتُوك,فَتَكَ,فَتَكَتْ,فَتَكَا,فَتَكَتَا,فَتَكُوا,فَتَكْنَ,فَتَكْتَ,فَتَكْتِ,فَتَكْتُمَا,فَتَكْتُمْ,فَتَكْتُنَّ,فَتَكْتُ,فَتَكْنَا
فتك,فَتَكَ,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,فَتْل,فَتَكَ,فَتَكَتْ,فَتَكَا,فَتَكَتَا,فَتَكُوا,فَتَكْنَ,فَتَكْتَ,فَتَكْتِ,فَتَكْتُمَا,فَتَكْتُمْ,فَتَكْتُنَّ,فَتَكْتُ,فَتَكْنَا
فتل,فَتَلَ,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,فَتِل,فَتَلَ,فَتَلَتْ,فَتَلَا,فَتَلَتَا,فَتَلُوا,فَتَلْنَ,فَتَلْتَ,فَتَلْتِ,فَتَلْتُمَا,فَتَلْتُمْ,فَتَلْتُنَّ,فَتَلْتُ,فَتَلْنَا
فتل,فَتِلَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,فَتْن,فَتِلَ,فَتِلَتْ,فَتِلَا,فَتِلَتَا,فَتِلُوا,فَتِلْنَ,فَتِلْتَ,فَتِلْتِ,فَتِلْتُمَا,فَتِلْتُمْ,فَتِلْتُنَّ,فَتِلْتُ,فَتِلْنَا
فتن,فَتَنَ,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,فَتْو,فَتَنَ,فَتَنَتْ,فَتَنَا,فَتَنَتَا,فَتَنُوا,فَتَنْنَ,فَتَنْتَ,فَتَنْتِ,فَتَنْتُمَا,فَتَنْتُمْ,فَتَنْتُنَّ,فَتَنْتُ,فَتَنْنَا
فثج,فَثَجَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,فَثَج,فَثَجَ,فَثَجَتْ,فَثَجَا,فَثَجَتَا,فَثَجُوا,فَثَجْنَ,فَثَجْتَ,فَثَجْتِ,فَثَجْتُمَا,فَثَجْتُمْ,فَثَجْتُنَّ,فَثَجْتُ,فَثَجْنَا
فثغ,فَثَغَ,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,فَثْغ,فَثَغَ,فَثَغَتْ,فَثَغَا,فَثَغَتَا,فَثَغُوا,فَثَغْنَ,فَثَغْتَ,فَثَغْتِ,فَثَغْتُمَا,فَثَغْتُمْ,فَثَغْتُنَّ,فَثَغْتُ,فَثَغْنَا
فجر,فَجَرَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,فُجُور,فَجَرَ,فَجَرَتْ,فَجَرَا,فَجَرَتَا,فَجَرُوا,فَجَرْنَ,فَجَرْتَ,فَجَرْتِ,فَجَرْتُمَا,فَجَرْتُمْ,فَجَرْتُنَّ,فَجَرْتُ,فَجَرْنَا
